Connected to Vehicle ECU Database
Automotive Telematics Gateway - Kafka Producer Ready
=== Automotive Telematics Gateway Started ===
Reading from Vehicle ECU Database...
Applying ISO 26262 Security Validation...
Streaming to Cloud Platform...
Processing 200 vehicle battery records...
Transmitted: NASA_BATTERY_2 - Health: 41.89%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.65%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.42%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.38%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.11%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.75%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.94%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.67%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.49%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.58%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 86.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.11%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.02%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.46%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 77.76%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.21%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.23%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.24%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.37%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.82%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.34%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 85.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.84%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.64%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 86.15%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.35%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.16%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.1%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.75%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.09%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.82%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.11%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.63%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.16%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.91%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.96%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.5%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.78%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.25%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.09%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.2%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.3%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.54%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.44%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.82%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.34%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.32%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.33%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.46%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.96%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.74%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.56%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.48%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.45%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.55%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.63%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.02%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.96%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.25%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.61%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.09%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.51%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.26%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.11%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.09%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.16%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.81%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.75%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.46%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.03%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.69%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.1%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.69%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.43%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.66%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.55%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.2%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.2%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.94%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.86%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.58%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.74%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.7%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.18%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.24%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.29%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.14%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.75%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.99%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.72%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.95%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.07%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.19%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.87%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.84%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.55%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.5%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.14%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.52%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.86%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.78%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.1%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.1%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.51%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.28%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 78.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.74%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.33%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.68%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.75%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.73%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.68%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.35%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.93%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.88%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.78%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.48%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.42%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.63%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.96%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.47%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.62%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.93%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.19%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.44%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.62%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.75%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.72%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.58%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.34%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 77.04%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.97%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.14%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.79%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.04%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 76.47%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.16%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.59%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.15%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.13%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.66%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.02%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.66%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.53%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 77.01%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.3%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.81%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.75%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 78.44%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.92%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.26%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 77.52%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.03%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.06%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.04%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.58%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.82%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.34%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.11%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.37%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.66%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.03%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.47%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.73%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.26%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 77.64%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.28%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.32%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.58%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 85.21%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.19%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.45%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.58%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.12%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.19%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.3%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.51%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.84%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.97%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.34%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.4%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.98%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.83%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.14%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.41%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 85.72%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.41%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.89%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.53%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 86.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.07%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.25%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.78%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.21%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.22%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.04%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.5%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.24%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.56%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.84%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.96%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.39%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.14%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.33%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.7%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.26%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.59%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.7%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.39%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 86.59%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.12%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.83%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.99%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.58%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.66%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.68%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.03%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 72.41%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.35%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.52%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.66%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.95%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.95%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.38%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.73%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.31%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.03%, Alert: CRITICAL
